id,date,link,title,summary,label,prediction
ge:1633415270028258885,2016-11-04 02:44:45+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.pulseheadlines.com/refugee-crisis-240-migrants-drowned-libya/54026/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFZ43S-RJhlLvnUZTWscnP7Uc9NgA,<b>Refugee</b> crisis: 240 migrants drowned off Libya,"This has been the deadliest year on record in the Mediterranean Sea with 4,220 <b>deaths</b> compared with last year&#39;s 3,777, according to the International&nbsp;...",unlabelled,0.0
ge:1693195987100742398,2016-11-04 00:45:44+00:00,https://www.google.com/url?rct=j&sa=t&url=http://newsvideo.su/video/5601868&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGeKOBLRDproyw5MH7wLtSjvmorwg,Hundreds <b>dead</b> as <b>refugee</b> ships sink off Libya,   2  ...  239 . Tragedy has struck again in the Mediterranean. At least two-hundred-39 migrants have <b>died</b> in two&nbsp;...,unlabelled,0.0
ge:17668727791881500147,2016-11-03 22:55:32+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.business-standard.com/article/news-ians/almost-240-feared-dead-after-2-migrant-shipwrecks-unhcr-116110400063_1.html&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHUfldNaFGolAq4GaGB704hs1hyzQ,Almost 240 feared <b>dead</b> after 2 migrant shipwrecks: UNHCR,"... separate boats capsized in the Mediterranean Sea off the Libyan coast on Wednesday, the UN <b>Refugee</b> Agency (UNHCR) confirmed on Thursday.",unlabelled,0.0
ge:14409435707827542626,2016-11-03 22:51:31+00:00,https://www.google.com/url?rct=j&sa=t&url=http://theworldgame.sbs.com.au/article/2016/11/04/gambia-keeper-feared-dead-while-crossing-mediterranean&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHIHS7h0DruGe4qXnSayjPRvCoXlw,Gambia keeper feared <b>dead</b> while crossing Mediterranean,A report from the UN <b>refugee</b> agency released in October estimated that more than 3700 migrants and <b>refugees</b> have <b>died</b> since January while trying&nbsp;...,unlabelled,0.0
ge:927205593469107629,2016-11-03 21:31:13+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.westword.com/film/fire-at-sea-reveals-parallel-lives-as-the-refugee-crisis-hits-italy-8429578&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNEonIMnMkANRE6sXINST1RCrmvbpg,Fire at Sea Reveals Parallel Lives as the <b>Refugee</b> Crisis Hits Italy,What little connection these people have to the desperate <b>refugees</b> ... While cooking she hears that 60 <b>dead</b> bodies have been recovered from a&nbsp;...,unlabelled,0.0
ge:17499444118432272921,2016-11-03 21:11:15+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.news.com.au/world/europe/240-migrants-feared-dead-after-boats-capsize-in-the-mediterranean-in-new-refugee-disaster/news-story/e5574a888bcb43071541ada901413570&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNF0mSziiqaYa12Cptraz1gKnPzxxA,Hundreds <b>dead</b> in mass drowning horror,"Survivors say as many as 240 people have <b>died</b> in two shipwrecks off Libya, the U.N. <b>refugee</b> agency reported Thursday, bringing this year&#39;s toll to&nbsp;...",unlabelled,0.0
ge:13238065546602292506,2016-11-03 21:00:10+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.irishnews.com/news/2016/11/04/news/240-dead-in-shipwrecks-of-libya-unhcr-says-768709/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFtccfWfQxQbSu5Md6vl5-38PxLnw,240 <b>dead</b> in shipwrecks off Libya according to UN <b>refugee</b> agency,THE UN <b>refugee</b> agency says survivor accounts indicate that as many as 240 people have <b>died</b> in two shipwrecks off Libya. UNHCR spokeswoman in&nbsp;...,unlabelled,0.0
ge:4666246145810708724,2016-11-03 20:22:36+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.ibtimes.co.uk/over-200-migrants-feared-dead-2-shipwrecks-after-rubber-dinghies-capsize-off-libyan-coast-1589785&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHUMJUPkAXnnDLBHl6n5xEVbiCrkw,Over 200 migrants feared <b>dead</b> in 2 shipwrecks after rubber dinghies capsize off Libyan coast,"Over 200 migrants feared <b>dead</b> in 2 shipwrecks after rubber dinghies ... the Mediterranean is around 4,220, the highest yearly <b>death</b> toll on record.",unlabelled,0.0
ge:9966064680546402898,2016-11-03 20:16:10+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.bancroftthisweek.com/%3Fp%3D7211&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFpqbqKdLRRiPe_XDP5Ra7h042QhA,Milestone reached for Bancroft&#39;s 2017 <b>refugee</b> family,Bancroft&#39;s Social Justice Without Borders (SJWB) has raised a third of the money required to bring a Syrian <b>refugee</b> family to Bancroft.,unlabelled,0.0
ge:8503078899232658496,2016-11-03 19:27:31+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.iol.co.za/news/politics/4-220-migrants-dead-or-missing-in-the-mediterranean-sea-2086653&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNF1gIG8rgMGKTmpaCuk_X9zOlQ7ZA,4 220 migrants <b>dead</b> or missing in the Mediterranean Sea,"Carlotta Sami, a spokeswoman for the Italian office of UN <b>Refugee</b> Agency UNHCR, tweeted similar news: As new rescue operations ongoing in the&nbsp;...",unlabelled,0.0
ge:11869938498748313699,2016-11-03 18:45:48+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.washingtontimes.com/news/2016/nov/3/un-survivors-report-240-dead-2-mediterranean-shipw/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFhkUDExwxUX6MXpEea6FknozVLJw,U.N.: Survivors report 240 <b>dead</b> in 2 Mediterranean shipwrecks,"MILAN (AP)  Survivors say as many as 240 people have <b>died</b> in two shipwrecks off Libya, the U.N. <b>refugee</b> agency reported Thursday, bringing this&nbsp;...",unlabelled,0.0
ge:11407355514614842387,2016-11-03 18:44:52+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.geeskaafrika.com/25501/jawar-mohammed-believes-ethiopia-wants-dead-return-homeland/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGaLXKhQDQFREb16hsDGTKS9rZC3g,"Home frontpage Jawar Mohammed believes Ethiopia wants him &#39;<b>dead</b>&#39;, Should he return to his...","Home frontpage Jawar Mohammed believes Ethiopia wants him &#39;<b>dead</b>&#39;, Should he return to his. ... I came here as a student, not as a <b>refugee</b>. But right&nbsp;...",unlabelled,0.0
ge:6750278889421831337,2016-11-03 17:59:29+00:00,https://www.google.com/url?rct=j&sa=t&url=https://www.tvnz.co.nz/one-news/world/two-mediterranean-shipwrecks-see-240-migrants-killed&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNH9eNJxfU6sA5e0EnOPQJbu2_wmEQ,Two Mediterranean shipwrecks see 240 migrants <b>killed</b>,"Two Mediterranean shipwrecks see 240 migrants <b>killed</b> ... people have <b>died</b> in two shipwrecks off the coast of Libya, the UN <b>refugee</b> agency reported.",unlabelled,0.0
ge:8559970535372056263,2016-11-03 17:46:43+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.pbs.org/newshour/rundown/year-migrants-died-lost-mediterranean-2015/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNG-4qCA7EDUIYmECiUnHYFHWICtOA,"This year, more migrants <b>dead</b> or lost in the Mediterranean than in 2015","Last year, 3,771 people <b>died</b> trying to make the journey. ... The U.N. <b>refugee</b> agency said last month that those factors, combined with bad weather,&nbsp;...",unlabelled,0.0
ge:2375002765368202063,2016-11-03 17:42:29+00:00,https://www.google.com/url?rct=j&sa=t&url=https://www.theguardian.com/world/2016/nov/03/gambian-goalkeeper-who-died-in-mediterranean-wanted-to-play-for-major-club&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGcqNxtHdqJIS5KKjQ_O0vez24erg,Gambia goalkeeper who <b>died</b> in Mediterranean wanted to play in Europe,"Carlotta Sami, a spokeswoman for the UN <b>refugee</b> agency UNHCR, said ... Jawara, who travelled with a 19-year-old friend who also <b>died</b> in the&nbsp;...",unlabelled,0.0
ge:5718364394941185984,2016-11-03 17:23:14+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.foxnews.com/world/2016/11/03/europes-anti-terror-efforts-hurt-by-some-unhelpful-tips-from-refugees.html&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHr3iULhTpEjvrISVaUwDA0E6L7FQ,Europe&#39;s anti-terror efforts hurt by some unhelpful tips from <b>refugees</b>,Europe&#39;s anti-terror efforts hurt by some unhelpful tips from <b>refugees</b> ... I came from a place where many people were <b>killed</b>; I don&#39;t want anyone to <b>die</b>&nbsp;...,unlabelled,0.0
ge:1261919282432387641,2016-11-03 17:21:49+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.channelnewsasia.com/news/world/over-100-dead-in-new-migrant-tragedy-second-wreck-feared/3259274.html&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFSGrBI84tUgr7Q39ElWyfIXhHSvw,"Over 100 <b>dead</b> in new migrant tragedy, second wreck feared",Migrants and <b>refugees</b> panic as they fall in the water during a rescue operation of the Topaz Responder rescue ship run by Maltese NGO Moas and&nbsp;...,unlabelled,0.0
ge:15942008529389721311,2016-11-03 16:57:51+00:00,https://www.google.com/url?rct=j&sa=t&url=http://nypost.com/2016/11/03/hundreds-of-refugees-feared-dead-in-shipwrecks-off-libya/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFTKVUxJLiVLrI04lXn6mIisrzRYg,Hundreds of <b>refugees</b> feared <b>dead</b> in shipwrecks off Libya,Almost 180 <b>refugees</b> were pulled to safety in the Mediterranean on Thursday  but as many as 240 were feared drowned in two shipwrecks off the&nbsp;...,unlabelled,0.0
ge:11739163653989698291,2016-11-03 16:56:12+00:00,https://www.google.com/url?rct=j&sa=t&url=http://presstv.ir/Detail/2016/11/03/491973/North-Africa-Libya-Refugees-Asylumseekers&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNG1jCdh2jO21iB8in_YAMUvFKnTuw,240 <b>refugees dead</b> in shipwrecks off Libya,The UN&#39;s migration agency says the latest <b>refugee</b> deaths bring this year&#39;s toll to more than 4220.,unlabelled,0.0
ge:735293471359519573,2016-11-03 16:08:16+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.dw.com/en/twin-shipwrecks-kill-hundreds-of-refugees-off-libya-survivors-say/a-36248805&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNGMYPbzOBU2U8_OLQ6I3Qj8y_TwDg,"Twin shipwrecks <b>kill</b> hundreds of <b>refugees</b> off Libya, survivors say","Up to 240 migrants are feared <b>dead</b> after two boats capsized while bound for Italy, the UN <b>refugee</b> agency said, citing survivor accounts.",unlabelled,0.0
ge:3720698926919024038,2016-11-03 15:26:51+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.huffingtonpost.com/entry/refugee-shipwreck-survivors-stranded-by-faltering-deal_us_581b4f6ce4b08f9841adb01a&ct=ga&cd=CAIyHGQxYTY2YjgzZTYzOWY2OTA6Y29tOmVuOlVTOkw&usg=AFQjCNElVYAlgEc_NPpCgo5epXiMVY_Gog,<b>Refugee</b> Shipwreck Survivors Stranded By A Faltering Deal,"While a majority of the <b>death</b> toll is concentrated farther west, between ... Official reception and processing centers  which <b>detain asylum</b> seekers&nbsp;...",unlabelled,0.0
ge:13489827031902472885,2016-11-03 13:05:29+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.independent.co.uk/news/world/europe/refugee-crisis-latest-boat-disaster-capsizing-sinking-mediterranean-sea-libya-239-un-a7395376.html&ct=ga&cd=CAIyHGQxYTY2YjgzZTYzOWY2OTA6Y29tOmVuOlVTOkw&usg=AFQjCNFdLhMX_BCnCeRa3HSfVGa3b1ex_A,Babies among more than 200 <b>refugees</b> drowned boat disasters in the Mediterranean Sea,"The tragedies push the known number of <b>asylum</b> seekers who have died ... Carlotta Sami, a spokesperson for the UN <b>Refugee</b> Agency (UNHCR), ... fence at the Moria <b>detention camp</b> for migrants and <b>refugees</b> at the island of .... a rise in <b>death</b> rates in the Central Mediterranean  now the deadliest sea&nbsp;...",unlabelled,0.0
ge:4168255357234263979,2016-11-04 09:31:16+00:00,https://www.google.com/url?rct=j&sa=t&url=https://inews.co.uk/essentials/culture/meet-migrant-storytellers-helping-reframe-toxic-migration-debate/&ct=ga&cd=CAIyHDY4YzlkMTI5YjJhN2YzYWM6Y29tOmVuOlVTOkw&usg=AFQjCNHAicaCCWU4FR4B3yUpCEO9wXOBnQ,Meet the <b>migrant</b> storytellers helping to reframe the toxic <b>migration</b> debate,"The endless tirade of news around the <b>migrant</b> crisis, regardless even of the politics ... You say to someone what do you think about <b>migration</b>? ... ran away to the <b>Canary Islands</b>, then came back and everything was still not enough.",unlabelled,0.0
ge:12842542364848326027,2016-11-04 07:41:06+00:00,https://www.google.com/url?rct=j&sa=t&url=http://www.newsjs.com/ug/more-than-240-migrants-drown-when-two-overcrowded-rubber-dinghies-capsize-in-the-mediterranean/dWjt9W5x8tW0O8MLaCuonvPAQz5QM/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNEB5Vd-JP6gA6DjNcjtqZyMzMnQug,than 240 <b>migrants</b> drown when two overcrowded rubber dinghies capsize in the Mediterranean,"At least 239 <b>migrants</b> believed drowned in Mediterranean, says UN UN: Survivors report 240 <b>dead</b> in 2 Mediterranean shipwrecks Almost 240 feared&nbsp;...",unlabelled,0.0
